,rentaldate,occupancy
1028,2019-12-10,18.125
1029,2019-12-11,22.5
1030,2019-12-12,24.6875
1031,2019-12-13,23.75
1032,2019-12-14,20.0
1033,2019-12-15,21.25
1034,2019-12-16,18.4375
1035,2019-12-17,10.625
1036,2019-12-18,13.75
1037,2019-12-19,12.8125
1038,2019-12-20,14.6875
1039,2019-12-21,25.0
1040,2019-12-22,23.4375
1041,2019-12-23,20.0
1042,2019-12-24,23.125
1043,2019-12-25,26.875
1044,2019-12-26,22.1875
1045,2019-12-27,34.375
1046,2019-12-28,29.375
1047,2019-12-29,29.375
1048,2019-12-30,30.0
1049,2019-12-31,30.625
1050,2020-01-01,31.5625
1051,2020-01-02,27.8125
1052,2020-01-03,27.1875
1053,2020-01-04,25.3125
1054,2020-01-05,20.3125
1055,2020-01-06,17.1875
1056,2020-01-07,14.0625
1057,2020-01-08,14.6875
1058,2020-01-09,15.3125
1059,2020-01-10,18.4375
1060,2020-01-11,23.125
1061,2020-01-12,19.375
1062,2020-01-13,16.5625
1063,2020-01-14,11.25
1064,2020-01-15,13.75
1065,2020-01-16,19.0625
1066,2020-01-17,24.6875
1067,2020-01-18,18.75
1068,2020-01-19,14.375
1069,2020-01-20,12.8125
1070,2020-01-21,11.5625
1071,2020-01-22,11.875
1072,2020-01-23,15.3125
1073,2020-01-24,15.3125
1074,2020-01-25,16.875
1075,2020-01-26,17.1875
1076,2020-01-27,19.375
1077,2020-01-28,20.0
1078,2020-01-29,15.9375
1079,2020-01-30,18.125
1080,2020-01-31,20.0
1081,2020-02-01,24.0625
1082,2020-02-02,23.75
1083,2020-02-03,19.0625
1084,2020-02-04,17.5
1085,2020-02-05,16.25
1086,2020-02-06,18.75
1087,2020-02-07,18.4375
1088,2020-02-08,21.25
1089,2020-02-09,16.25
1090,2020-02-10,16.25
1091,2020-02-11,15.0
1092,2020-02-12,13.125
1093,2020-02-13,15.3125
1094,2020-02-14,22.5
1095,2020-02-15,24.6875
1096,2020-02-16,27.8125
1097,2020-02-17,26.5625
1098,2020-02-18,28.4375
1099,2020-02-19,24.375
1100,2020-02-20,22.8125
1101,2020-02-21,26.875
1102,2020-02-22,28.75
1103,2020-02-23,32.1875
1104,2020-02-24,29.375
1105,2020-02-25,24.6875
1106,2020-02-26,26.5625
1107,2020-02-27,24.6875
1108,2020-02-28,24.6875
1109,2020-02-29,26.5625
1110,2020-03-01,28.75
1111,2020-03-02,29.0625
1112,2020-03-03,24.6875
1113,2020-03-04,28.4375
1114,2020-03-05,25.3125
1115,2020-03-06,30.625
1116,2020-03-07,30.3125
1117,2020-03-08,34.6875
1118,2020-03-09,32.5
1119,2020-03-10,29.0625
1120,2020-03-11,34.375
1121,2020-03-12,29.0625
1122,2020-03-13,24.0625
1123,2020-03-14,23.125
1124,2020-03-15,26.875
1125,2020-03-16,19.6875
1126,2020-03-17,20.3125
1127,2020-03-18,22.8125
1128,2020-03-19,26.875
1129,2020-03-20,23.4375
1130,2020-03-21,32.5
1131,2020-03-22,22.8125
1132,2020-03-23,26.5625
1133,2020-03-24,25.9375
1134,2020-03-25,26.25
1135,2020-03-26,26.875
1136,2020-03-27,27.1875
1137,2020-03-28,27.5
1138,2020-03-29,28.125
1139,2020-03-30,29.0625
1140,2020-03-31,28.75
1141,2020-04-01,25.625
1142,2020-04-02,20.3125
1143,2020-04-03,33.125
1144,2020-04-04,33.125
1145,2020-04-05,32.1875
1146,2020-04-06,18.4375
1147,2020-04-07,18.4375
1148,2020-04-08,18.4375
1149,2020-04-09,18.4375
1150,2020-04-10,18.4375
1151,2020-04-11,18.4375
1152,2020-04-12,18.4375
1153,2020-04-13,18.4375
1154,2020-04-14,18.125
1155,2020-04-15,10.0
1156,2020-04-16,10.0
1157,2020-04-17,10.0
1158,2020-04-18,10.0
1159,2020-04-19,10.0
1160,2020-04-20,10.0
1161,2020-04-21,10.0
1162,2020-04-22,8.125
1163,2020-04-23,8.125
1164,2020-04-24,8.125
1165,2020-04-25,8.125
1166,2020-04-26,7.5
1167,2020-04-27,7.5
1168,2020-04-28,7.8125
1169,2020-04-29,8.125
1170,2020-04-30,7.8125
1171,2020-05-01,7.1875
1172,2020-05-02,7.1875
1173,2020-05-03,7.1875
1174,2020-05-04,7.1875
1175,2020-05-05,7.1875
1176,2020-05-06,6.875
1177,2020-05-07,6.5625
1178,2020-05-08,6.5625
1179,2020-05-09,6.5625
1180,2020-05-10,6.5625
1181,2020-05-11,6.5625
1182,2020-05-12,6.875
1183,2020-05-13,6.875
1184,2020-05-14,6.875
1185,2020-05-15,6.875
1186,2020-05-16,6.875
1187,2020-05-17,6.875
1188,2020-05-18,6.25
1189,2020-05-19,5.9375
1190,2020-05-20,5.9375
1191,2020-05-21,5.9375
1192,2020-05-22,6.25
1193,2020-05-23,6.25
1194,2020-05-24,6.25
1195,2020-05-25,6.5625
1196,2020-05-26,6.25
1197,2020-05-27,6.5625
1198,2020-05-28,6.875
1199,2020-05-29,6.875
1200,2020-05-30,6.5625
1201,2020-05-31,6.5625
1202,2020-06-01,6.5625
1203,2020-06-02,7.1875
1204,2020-06-03,7.1875
1205,2020-06-04,8.125
1206,2020-06-05,8.4375
1207,2020-06-06,8.4375
1208,2020-06-07,8.4375
1209,2020-06-08,8.75
1210,2020-06-09,8.4375
1211,2020-06-10,8.75
1212,2020-06-11,8.4375
1213,2020-06-12,9.375
1214,2020-06-13,9.375
1215,2020-06-14,8.125
1216,2020-06-15,8.4375
1217,2020-06-16,8.4375
1218,2020-06-17,8.125
1219,2020-06-18,8.125
1220,2020-06-19,8.125
1221,2020-06-20,8.125
1222,2020-06-21,8.125
1223,2020-06-22,8.125
1224,2020-06-23,8.4375
1225,2020-06-24,8.125
1226,2020-06-25,8.75
1227,2020-06-26,9.0625
1228,2020-06-27,9.375
1229,2020-06-28,9.375
1230,2020-06-29,9.375
1231,2020-06-30,9.375
1232,2020-07-01,10.3125
1233,2020-07-02,11.5625
1234,2020-07-03,12.5
1235,2020-07-04,11.875
1236,2020-07-05,11.5625
1237,2020-07-06,12.1875
1238,2020-07-07,12.1875
1239,2020-07-08,12.8125
1240,2020-07-09,13.125
1241,2020-07-10,12.8125
1242,2020-07-11,12.5
1243,2020-07-12,13.125
1244,2020-07-13,13.4375
1245,2020-07-14,14.0625
1246,2020-07-15,13.125
1247,2020-07-16,22.8125
1248,2020-07-17,24.0625
1249,2020-07-18,25.3125
1250,2020-07-19,24.0625
1251,2020-07-20,25.3125
1252,2020-07-21,25.3125
1253,2020-07-22,25.3125
1254,2020-07-23,18.75
1255,2020-07-24,15.0
1256,2020-07-25,14.6875
1257,2020-07-26,13.75
1258,2020-07-27,14.0625
1259,2020-07-28,14.0625
1260,2020-07-29,14.6875
1261,2020-07-30,13.75
1262,2020-07-31,13.75
1263,2020-08-01,13.125
1264,2020-08-02,13.125
1265,2020-08-03,12.8125
1266,2020-08-04,13.4375
1267,2020-08-05,14.0625
1268,2020-08-06,14.0625
1269,2020-08-07,13.4375
1270,2020-08-08,12.1875
1271,2020-08-09,14.6875
1272,2020-08-10,16.25
1273,2020-08-11,15.625
1274,2020-08-12,15.3125
1275,2020-08-13,14.0625
1276,2020-08-14,12.5
1277,2020-08-15,13.4375
1278,2020-08-16,14.0625
1279,2020-08-17,13.4375
1280,2020-08-18,12.5
1281,2020-08-19,12.1875
1282,2020-08-20,11.875
1283,2020-08-21,11.875
1284,2020-08-22,10.3125
1285,2020-08-23,12.8125
1286,2020-08-24,12.8125
1287,2020-08-25,13.4375
1288,2020-08-26,14.6875
1289,2020-08-27,14.375
1290,2020-08-28,18.125
1291,2020-08-29,20.9375
1292,2020-08-30,21.875
1293,2020-08-31,20.0
1294,2020-09-01,19.375
1295,2020-09-02,13.75
1296,2020-09-03,12.8125
1297,2020-09-04,12.1875
1298,2020-09-05,13.75
1299,2020-09-06,13.75
1300,2020-09-07,15.625
1301,2020-09-08,14.375
1302,2020-09-09,12.5
1303,2020-09-10,13.4375
1304,2020-09-11,12.1875
1305,2020-09-12,10.9375
1306,2020-09-13,10.3125
1307,2020-09-14,10.0
1308,2020-09-15,10.0
1309,2020-09-16,10.0
1310,2020-09-17,9.6875
1311,2020-09-18,10.0
1312,2020-09-19,9.375
1313,2020-09-20,10.0
1314,2020-09-21,11.25
1315,2020-09-22,10.625
1316,2020-09-23,9.6875
1317,2020-09-24,10.9375
1318,2020-09-25,9.6875
1319,2020-09-26,12.1875
1320,2020-09-27,12.8125
1321,2020-09-28,11.25
1322,2020-09-29,11.5625
1323,2020-09-30,10.9375
1324,2020-10-01,14.375
1325,2020-10-02,29.0625
1326,2020-10-03,37.1875
1327,2020-10-04,34.375
1328,2020-10-05,25.0
1329,2020-10-06,17.8125
1330,2020-10-07,23.4375
1331,2020-10-08,24.6875
1332,2020-10-09,20.0
1333,2020-10-10,27.8125
1334,2020-10-11,24.375
1335,2020-10-12,14.6875
1336,2020-10-13,18.4375
1337,2020-10-14,18.125
1338,2020-10-15,18.4375
1339,2020-10-16,23.125
1340,2020-10-17,24.0625
1341,2020-10-18,25.0
1342,2020-10-19,22.5
1343,2020-10-20,21.25
1344,2020-10-21,21.875
1345,2020-10-22,20.9375
1346,2020-10-23,19.6875
1347,2020-10-24,25.3125
1348,2020-10-25,23.75
1349,2020-10-26,21.5625
1350,2020-10-27,21.5625
1351,2020-10-28,22.8125
1352,2020-10-29,24.0625
1353,2020-10-30,27.8125
1354,2020-10-31,27.8125
1355,2020-11-01,21.5625
1356,2020-11-02,18.4375
1357,2020-11-03,15.3125
1358,2020-11-04,13.75
1359,2020-11-05,16.875
1360,2020-11-06,21.875
1361,2020-11-07,24.6875
1362,2020-11-08,26.5625
1363,2020-11-09,17.1875
1364,2020-11-10,15.0
1365,2020-11-11,15.0
1366,2020-11-12,12.1875
1367,2020-11-13,9.0625
1368,2020-11-14,10.625
1369,2020-11-15,19.0625
1370,2020-11-16,21.5625
1371,2020-11-17,18.125
1372,2020-11-18,17.8125
1373,2020-11-19,19.375
1374,2020-11-20,21.875
1375,2020-11-21,24.0625
1376,2020-11-22,22.1875
1377,2020-11-23,21.5625
1378,2020-11-24,19.375
1379,2020-11-25,14.375
1380,2020-11-26,17.8125
1381,2020-11-27,20.9375
1382,2020-11-28,28.75
1383,2020-11-29,30.9375
1384,2020-11-30,19.6875
1385,2020-12-01,15.3125
1386,2020-12-02,16.5625
1387,2020-12-03,12.5
1388,2020-12-04,22.1875
1389,2020-12-05,28.4375
1390,2020-12-06,30.625
1391,2020-12-07,20.9375
1392,2020-12-08,15.625
1393,2020-12-09,14.6875
1394,2020-12-10,14.0625
1395,2020-12-11,24.0625
1396,2020-12-12,31.25
1397,2020-12-13,26.5625
1398,2020-12-14,22.5
1399,2020-12-15,25.3125
1400,2020-12-16,20.3125
1401,2020-12-17,19.375
1402,2020-12-18,25.625
1403,2020-12-19,34.0625
1404,2020-12-20,29.6875
1405,2020-12-21,30.9375
1406,2020-12-22,29.6875
1407,2020-12-23,29.375
1408,2020-12-24,32.5
1409,2020-12-25,35.3125
1410,2020-12-26,33.125
1411,2020-12-27,34.0625
1412,2020-12-28,37.8125
1413,2020-12-29,32.8125
1414,2020-12-30,36.5625
1415,2020-12-31,33.75
1416,2021-01-01,28.4375
1417,2021-01-02,26.875
1418,2021-01-03,35.3125
1419,2021-01-04,22.5
1420,2021-01-05,13.75
1421,2021-01-06,13.75
1422,2021-01-07,17.8125
1423,2021-01-08,25.9375
1424,2021-01-09,20.625
1425,2021-01-10,11.875
1426,2021-01-11,8.75
1427,2021-01-12,8.125
1428,2021-01-13,11.5625
1429,2021-01-14,17.1875
1430,2021-01-15,18.75
1431,2021-01-16,25.3125
1432,2021-01-17,28.75
1433,2021-01-18,27.5
1434,2021-01-19,19.6875
1435,2021-01-20,9.0625
1436,2021-01-21,15.625
1437,2021-01-22,26.875
1438,2021-01-23,31.875
1439,2021-01-24,29.6875
1440,2021-01-25,24.6875
1441,2021-01-26,20.9375
1442,2021-01-27,12.5
1443,2021-01-28,17.1875
1444,2021-01-29,27.8125
1445,2021-01-30,28.125
1446,2021-01-31,22.1875
1447,2021-02-01,10.625
1448,2021-02-02,8.75
1449,2021-02-03,17.5
1450,2021-02-04,19.375
1451,2021-02-05,19.0625
1452,2021-02-06,24.0625
1453,2021-02-07,19.375
1454,2021-02-08,12.1875
1455,2021-02-09,6.875
1456,2021-02-10,7.1875
1457,2021-02-11,13.75
1458,2021-02-12,20.625
1459,2021-02-13,22.5
1460,2021-02-14,17.5
1461,2021-02-15,11.25
1462,2021-02-16,9.6875
1463,2021-02-17,13.125
1464,2021-02-18,18.75
1465,2021-02-19,19.0625
1466,2021-02-20,24.0625
1467,2021-02-21,18.4375
1468,2021-02-22,12.1875
1469,2021-02-23,8.75
1470,2021-02-24,8.4375
1471,2021-02-25,7.8125
1472,2021-02-26,10.625
1473,2021-02-27,18.125
1474,2021-02-28,17.5
1475,2021-03-01,12.5
1476,2021-03-02,10.9375
1477,2021-03-03,10.9375
1478,2021-03-04,12.1875
1479,2021-03-05,9.375
1480,2021-03-06,13.125
1481,2021-03-07,14.375
1482,2021-03-08,13.4375
1483,2021-03-09,10.3125
1484,2021-03-10,14.0625
1485,2021-03-11,15.625
1486,2021-03-12,21.875
1487,2021-03-13,28.4375
1488,2021-03-14,30.625
1489,2021-03-15,19.6875
1490,2021-03-16,10.3125
1491,2021-03-17,7.1875
1492,2021-03-18,15.9375
1493,2021-03-19,22.8125
1494,2021-03-20,28.4375
1495,2021-03-21,20.625
1496,2021-03-22,11.875
1497,2021-03-23,5.0
1498,2021-03-24,8.125
1499,2021-03-25,10.625
1500,2021-03-26,20.3125
1501,2021-03-27,31.5625
1502,2021-03-28,28.4375
1503,2021-03-29,25.0
1504,2021-03-30,22.5
1505,2021-03-31,23.75
1506,2021-04-01,18.125
1507,2021-04-02,24.6875
1508,2021-04-03,25.625
1509,2021-04-04,24.6875
1510,2021-04-05,14.0625
1511,2021-04-06,5.3125
1512,2021-04-07,14.0625
1513,2021-04-08,18.75
1514,2021-04-09,21.5625
1515,2021-04-10,23.4375
1516,2021-04-11,23.4375
1517,2021-04-12,14.6875
1518,2021-04-13,10.3125
1519,2021-04-14,9.6875
1520,2021-04-15,10.0
1521,2021-04-16,17.5
1522,2021-04-17,25.625
1523,2021-04-18,16.5625
1524,2021-04-19,11.875
1525,2021-04-20,8.125
1526,2021-04-21,6.25
1527,2021-04-22,6.25
1528,2021-04-23,10.0
1529,2021-04-24,10.9375
1530,2021-04-25,8.125
1531,2021-04-26,6.5625
1532,2021-04-27,5.0
1533,2021-04-28,4.375
1534,2021-04-29,5.3125
1535,2021-04-30,4.0625
1536,2021-05-01,5.0
1537,2021-05-02,5.9375
1538,2021-05-03,4.375
1539,2021-05-04,3.125
1540,2021-05-05,3.125
1541,2021-05-06,2.8125
1542,2021-05-07,3.125
1543,2021-05-08,3.4375
1544,2021-05-09,3.125
1545,2021-05-10,3.4375
1546,2021-05-11,3.75
1547,2021-05-12,3.4375
1548,2021-05-13,3.125
1549,2021-05-14,2.8125
1550,2021-05-15,2.8125
1551,2021-05-16,2.5
1552,2021-05-17,2.5
1553,2021-05-18,2.8125
1554,2021-05-19,3.125
1555,2021-05-20,2.1875
1556,2021-05-21,1.5625
1557,2021-05-22,1.5625
1558,2021-05-23,1.25
1559,2021-05-24,1.25
1560,2021-05-25,1.875
1561,2021-05-26,1.875
1562,2021-05-27,2.5
1563,2021-05-28,2.8125
1564,2021-05-29,5.625
1565,2021-05-30,8.125
1566,2021-05-31,6.25
1567,2021-06-01,4.375
1568,2021-06-02,4.0625
1569,2021-06-03,2.8125
1570,2021-06-04,3.4375
1571,2021-06-05,3.75
1572,2021-06-06,2.1875
1573,2021-06-07,2.1875
1574,2021-06-08,2.1875
1575,2021-06-09,2.1875
1576,2021-06-10,2.1875
1577,2021-06-11,5.625
1578,2021-06-12,7.8125
1579,2021-06-13,6.5625
1580,2021-06-14,5.3125
1581,2021-06-15,3.125
1582,2021-06-16,2.8125
1583,2021-06-17,7.1875
1584,2021-06-18,9.0625
1585,2021-06-19,14.0625
1586,2021-06-20,9.0625
1587,2021-06-21,13.4375
1588,2021-06-22,13.125
1589,2021-06-23,6.5625
1590,2021-06-24,6.875
1591,2021-06-25,6.5625
1592,2021-06-26,10.9375
1593,2021-06-27,13.125
1594,2021-06-28,9.375
1595,2021-06-29,6.25
1596,2021-06-30,5.625
1597,2021-07-01,5.9375
1598,2021-07-02,12.5
1599,2021-07-03,18.75
1600,2021-07-04,13.125
1601,2021-07-05,12.8125
1602,2021-07-06,9.375
1603,2021-07-07,5.9375
1604,2021-07-08,7.1875
1605,2021-07-09,13.125
1606,2021-07-10,18.4375
1607,2021-07-11,18.125
1608,2021-07-12,12.1875
1609,2021-07-13,9.6875
1610,2021-07-14,11.25
1611,2021-07-15,13.4375
1612,2021-07-16,17.8125
1613,2021-07-17,18.75
1614,2021-07-18,14.6875
1615,2021-07-19,10.9375
1616,2021-07-20,10.625
1617,2021-07-21,10.3125
1618,2021-07-22,10.0
1619,2021-07-23,16.875
1620,2021-07-24,20.9375
1621,2021-07-25,21.875
1622,2021-07-26,20.0
1623,2021-07-27,7.1875
1624,2021-07-28,7.5
1625,2021-07-29,14.375
1626,2021-07-30,21.875
1627,2021-07-31,23.4375
1628,2021-08-01,19.375
1629,2021-08-02,9.6875
1630,2021-08-03,5.3125
1631,2021-08-04,5.9375
1632,2021-08-05,11.5625
1633,2021-08-06,15.625
1634,2021-08-07,24.375
1635,2021-08-08,23.4375
1636,2021-08-09,15.625
1637,2021-08-10,8.75
1638,2021-08-11,8.4375
1639,2021-08-12,11.875
1640,2021-08-13,12.5
1641,2021-08-14,16.5625
1642,2021-08-15,17.5
1643,2021-08-16,18.125
1644,2021-08-17,12.5
1645,2021-08-18,11.25
1646,2021-08-19,15.0
1647,2021-08-20,14.0625
1648,2021-08-21,20.0
1649,2021-08-22,21.5625
1650,2021-08-23,16.5625
1651,2021-08-24,10.0
1652,2021-08-25,9.375
1653,2021-08-26,15.0
1654,2021-08-27,21.875
1655,2021-08-28,23.4375
1656,2021-08-29,19.6875
1657,2021-08-30,17.8125
1658,2021-08-31,15.9375
1659,2021-09-01,13.75
1660,2021-09-02,12.1875
1661,2021-09-03,11.875
1662,2021-09-04,22.5
1663,2021-09-05,16.5625
1664,2021-09-06,6.875
1665,2021-09-07,7.1875
1666,2021-09-08,6.875
1667,2021-09-09,10.0
1668,2021-09-10,16.25
1669,2021-09-11,18.75
1670,2021-09-12,14.6875
1671,2021-09-13,13.75
1672,2021-09-14,15.0
1673,2021-09-15,15.625
1674,2021-09-16,16.875
1675,2021-09-17,15.9375
1676,2021-09-18,21.25
1677,2021-09-19,15.9375
1678,2021-09-20,9.6875
1679,2021-09-21,10.625
1680,2021-09-22,10.9375
1681,2021-09-23,12.8125
1682,2021-09-24,21.5625
1683,2021-09-25,27.5
1684,2021-09-26,22.1875
1685,2021-09-27,15.9375
1686,2021-09-28,14.0625
1687,2021-09-29,14.0625
1688,2021-09-30,17.8125
1689,2021-10-01,20.0
1690,2021-10-02,26.5625
1691,2021-10-03,23.75
1692,2021-10-04,15.3125
1693,2021-10-05,9.0625
1694,2021-10-06,9.375
1695,2021-10-07,13.4375
1696,2021-10-08,20.0
1697,2021-10-09,28.75
1698,2021-10-10,25.625
1699,2021-10-11,16.25
1700,2021-10-12,20.3125
1701,2021-10-13,20.625
1702,2021-10-14,24.0625
1703,2021-10-15,30.9375
1704,2021-10-16,29.6875
1705,2021-10-17,31.875
1706,2021-10-18,34.0625
1707,2021-10-19,30.625
1708,2021-10-20,16.875
1709,2021-10-21,20.625
1710,2021-10-22,29.375
1711,2021-10-23,28.125
1712,2021-10-24,26.875
1713,2021-10-25,17.8125
1714,2021-10-26,8.4375
1715,2021-10-27,9.375
1716,2021-10-28,14.375
1717,2021-10-29,17.1875
1718,2021-10-30,25.625
1719,2021-10-31,24.375
1720,2021-11-01,15.625
1721,2021-11-02,10.0
1722,2021-11-03,12.1875
1723,2021-11-04,17.5
1724,2021-11-05,26.875
1725,2021-11-06,25.625
1726,2021-11-07,20.0
1727,2021-11-08,12.8125
1728,2021-11-09,9.375
1729,2021-11-10,10.3125
1730,2021-11-11,9.375
1731,2021-11-12,21.5625
1732,2021-11-13,25.0
1733,2021-11-14,16.25
1734,2021-11-15,9.375
1735,2021-11-16,7.1875
1736,2021-11-17,9.375
1737,2021-11-18,17.8125
1738,2021-11-19,22.1875
1739,2021-11-20,25.625
1740,2021-11-21,18.4375
1741,2021-11-22,6.875
1742,2021-11-23,5.9375
1743,2021-11-24,5.9375
1744,2021-11-25,13.75
1745,2021-11-26,26.25
1746,2021-11-27,28.4375
1747,2021-11-28,23.125
1748,2021-11-29,10.9375
1749,2021-11-30,9.6875
1750,2021-12-01,10.3125
1751,2021-12-02,13.75
1752,2021-12-03,23.4375
1753,2021-12-04,27.5
1754,2021-12-05,24.6875
1755,2021-12-06,16.875
1756,2021-12-07,13.75
1757,2021-12-08,15.625
1758,2021-12-09,24.375
1759,2021-12-10,27.5
1760,2021-12-11,30.0
1761,2021-12-12,23.75
1762,2021-12-13,13.4375
1763,2021-12-14,8.125
1764,2021-12-15,7.1875
1765,2021-12-16,17.5
1766,2021-12-17,25.3125
1767,2021-12-18,27.8125
1768,2021-12-19,25.0
1769,2021-12-20,20.9375
1770,2021-12-21,21.5625
1771,2021-12-22,20.9375
1772,2021-12-23,26.875
1773,2021-12-24,34.0625
1774,2021-12-25,33.4375
1775,2021-12-26,30.625
1776,2021-12-27,29.375
1777,2021-12-28,25.3125
1778,2021-12-29,27.1875
1779,2021-12-30,26.875
1780,2021-12-31,25.0
1781,2022-01-01,28.75
1782,2022-01-02,26.25
1783,2022-01-03,23.4375
1784,2022-01-04,19.6875
1785,2022-01-05,13.75
1786,2022-01-06,20.625
1787,2022-01-07,20.0
1788,2022-01-08,15.625
1789,2022-01-09,17.1875
1790,2022-01-10,11.5625
1791,2022-01-11,8.125
1792,2022-01-12,10.625
1793,2022-01-13,9.0625
1794,2022-01-14,11.875
1795,2022-01-15,15.625
1796,2022-01-16,11.875
1797,2022-01-17,5.625
1798,2022-01-18,5.625
1799,2022-01-19,5.0
1800,2022-01-20,13.4375
1801,2022-01-21,19.0625
1802,2022-01-22,19.0625
1803,2022-01-23,18.4375
1804,2022-01-24,18.75
1805,2022-01-25,9.6875
1806,2022-01-26,7.5
1807,2022-01-27,11.5625
1808,2022-01-28,20.3125
1809,2022-01-29,21.875
1810,2022-01-30,17.1875
1811,2022-01-31,14.375
1812,2022-02-01,8.125
1813,2022-02-02,7.5
1814,2022-02-03,10.625
1815,2022-02-04,15.9375
1816,2022-02-05,18.4375
1817,2022-02-06,17.1875
1818,2022-02-07,10.9375
1819,2022-02-08,6.5625
1820,2022-02-09,4.375
1821,2022-02-10,8.125
1822,2022-02-11,14.375
1823,2022-02-12,22.1875
1824,2022-02-13,18.4375
1825,2022-02-14,8.75
1826,2022-02-15,4.6875
1827,2022-02-16,4.375
1828,2022-02-17,6.25
1829,2022-02-18,17.5
1830,2022-02-19,26.875
1831,2022-02-20,20.625
1832,2022-02-21,11.875
1833,2022-02-22,6.25
1834,2022-02-23,7.5
1835,2022-02-24,12.1875
1836,2022-02-25,23.125
1837,2022-02-26,27.8125
1838,2022-02-27,29.6875
1839,2022-02-28,27.5
1840,2022-03-01,20.0
1841,2022-03-02,18.75
1842,2022-03-03,19.0625
1843,2022-03-04,25.3125
1844,2022-03-05,31.5625
1845,2022-03-06,32.1875
1846,2022-03-07,26.5625
1847,2022-03-08,14.375
1848,2022-03-09,23.125
1849,2022-03-10,25.625
1850,2022-03-11,27.5
1851,2022-03-12,26.5625
1852,2022-03-13,29.6875
1853,2022-03-14,21.875
1854,2022-03-15,11.875
1855,2022-03-16,15.0
1856,2022-03-17,28.125
1857,2022-03-18,26.25
1858,2022-03-19,26.25
1859,2022-03-20,25.625
1860,2022-03-21,20.3125
1861,2022-03-22,21.25
1862,2022-03-23,20.9375
1863,2022-03-24,23.75
1864,2022-03-25,30.625
1865,2022-03-26,31.875
1866,2022-03-27,30.3125
1867,2022-03-28,22.5
1868,2022-03-29,13.75
1869,2022-03-30,26.5625
1870,2022-03-31,25.0
1871,2022-04-01,38.125
1872,2022-04-02,28.125
1873,2022-04-03,31.5625
1874,2022-04-04,24.6875
1875,2022-04-05,18.4375
1876,2022-04-06,18.125
1877,2022-04-07,24.0625
1878,2022-04-08,26.875
1879,2022-04-09,27.1875
1880,2022-04-10,21.875
1881,2022-04-11,15.9375
1882,2022-04-12,11.875
1883,2022-04-13,20.3125
1884,2022-04-14,26.5625
1885,2022-04-15,28.125
1886,2022-04-16,27.8125
1887,2022-04-17,28.75
1888,2022-04-18,23.75
1889,2022-04-19,21.5625
1890,2022-04-20,20.625
1891,2022-04-21,24.0625
1892,2022-04-22,26.875
1893,2022-04-23,30.3125
1894,2022-04-24,24.375
1895,2022-04-25,21.25
1896,2022-04-26,16.25
1897,2022-04-27,12.1875
1898,2022-04-28,18.4375
1899,2022-04-29,23.125
1900,2022-04-30,27.8125
1901,2022-05-01,25.9375
1902,2022-05-02,23.125
1903,2022-05-03,25.625
1904,2022-05-04,20.3125
1905,2022-05-05,22.5
1906,2022-05-06,24.375
1907,2022-05-07,25.9375
1908,2022-05-08,26.875
1909,2022-05-09,16.5625
1910,2022-05-10,23.125
1911,2022-05-11,20.0
1912,2022-05-12,26.25
1913,2022-05-13,28.75
1914,2022-05-14,26.25
1915,2022-05-15,25.625
1916,2022-05-16,28.75
1917,2022-05-17,26.875
1918,2022-05-18,26.25
1919,2022-05-19,27.5
1920,2022-05-20,26.25
1921,2022-05-21,30.0
1922,2022-05-22,26.875
1923,2022-05-23,25.625
1924,2022-05-24,25.3125
1925,2022-05-25,25.3125
1926,2022-05-26,23.4375
1927,2022-05-27,28.4375
1928,2022-05-28,28.75
1929,2022-05-29,23.4375
1930,2022-05-30,23.4375
1931,2022-05-31,22.5
